,client_id,gender,car_owner,property_owner,number_of_children,annual_income,income_type,education,marital_status,housing_type,employed_days,work_phone,phone,email_id,number_of_family_members,label,age_in_years,years_of_experience,employment_status
1166,5028802,F,N,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,-1086,0,0,0,4,0,43.1945205479452,1.7249181040714439,Employed
1167,5024838,F,N,Y,0,202500.0,Commercial associate,Higher education,Single / not married,House / apartment,-2072,0,0,0,1,0,38.74794520547945,2.38258521962324,Employed
1169,5079141,F,N,Y,2,67500.0,Working,Secondary / secondary special,Separated,House / apartment,-3008,1,0,0,3,0,37.99452054794521,2.8707308982924467,Employed
1170,5058286,F,N,Y,0,306000.0,Commercial associate,Higher education,Married,House / apartment,-3435,1,1,1,2,0,40.81369863013698,3.06772862295699,Employed
1172,5112870,M,Y,Y,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,-2932,0,1,0,3,0,57.52876712328767,2.8342330024768194,Employed
1173,5061253,F,N,Y,0,112500.0,Working,Incomplete higher,Civil marriage,House / apartment,-1751,0,0,0,2,0,25.482191780821918,2.190264886714071,Employed
1174,5046191,M,Y,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,-565,1,0,0,4,0,47.342465753424655,1.244164460784607,Employed
1176,5146296,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-3902,1,0,0,2,0,49.394520547945206,3.269619390526076,Employed
1177,5033966,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-3154,0,0,0,2,0,41.37808219178082,2.93957410017352,Employed
1178,5065571,M,Y,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1539,0,0,0,2,0,49.912328767123284,2.053396784882158,Employed
1179,5023475,F,Y,Y,0,315000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,365243,0,0,0,1,0,57.56712328767123,2.313154757362086,Unemployed
1180,5035866,F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1225,0,0,0,2,0,48.37260273972603,1.831983729065748,Employed
1181,5088501,M,Y,Y,0,72000.0,Working,Higher education,Married,House / apartment,-619,0,0,0,2,0,59.99178082191781,1.3022635720002707,Employed
1182,5028990,F,N,N,2,81000.0,Working,Lower secondary,Single / not married,House / apartment,-2333,0,0,0,3,0,42.11780821917808,2.528197148546333,Employed
1183,5126503,F,N,N,0,171000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,1,0,2,0,57.47123287671233,2.313154757362086,Unemployed
1184,5023209,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-235,0,0,0,3,0,39.556164383561644,0.8023936792113683,Employed
1185,5142860,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-1869,0,1,0,2,0,38.57534246575342,2.2628627764859006,Employed
1187,5061896,M,N,Y,1,292500.0,State servant,Higher education,Married,House / apartment,-3515,0,0,1,3,0,46.11780821917808,3.1032462013674276,Employed
1188,5044940,M,N,Y,2,360000.0,State servant,Higher education,Married,House / apartment,-5639,0,1,0,4,0,43.90958904109589,3.9305616734117215,Employed
1189,5048610,F,N,Y,0,315000.0,Working,Secondary / secondary special,Separated,House / apartment,-3291,0,0,0,1,0,41.797260273972604,3.0027384761521247,Employed
1191,5069199,F,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-3246,0,0,0,3,0,37.23561643835617,2.9821386092754825,Employed
1192,5091101,M,N,Y,0,198000.0,Pensioner,Higher education,Married,House / apartment,365243,0,0,0,2,0,67.56712328767124,2.313154757362086,Unemployed
1193,5033496,M,Y,N,1,202500.0,Commercial associate,Higher education,Married,With parents,-444,0,0,0,3,0,27.276712328767122,1.1029226428740972,Employed
1194,5132752,M,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-226,1,1,0,1,0,28.956164383561642,0.7868786959829202,Employed
1197,5036958,M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-1923,1,1,0,3,0,33.00821917808219,2.29531983625048,Employed
1198,5038619,F,N,N,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,66.7013698630137,2.313154757362086,Unemployed
1199,5048448,F,N,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,43.9461426596527,2.313154757362086,Unemployed
1200,5053293,F,N,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,365243,0,0,0,2,0,55.84109589041096,2.313154757362086,Unemployed
1201,5117022,M,Y,Y,2,225000.0,Working,Secondary / secondary special,Married,House / apartment,-279,1,0,0,4,0,34.14246575342466,0.8742903188551475,Employed
1202,5143362,F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-2234,1,1,0,2,0,62.49589041095891,2.4739741197525653,Employed
1203,5137163,F,N,N,0,211500.0,Working,Secondary / secondary special,Married,House / apartment,-1661,1,1,0,2,0,47.25753424657534,2.133233445150073,Employed
1204,5054064,M,N,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-1458,0,0,0,3,0,44.9972602739726,1.9986296675335342,Employed
1205,5145968,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,0,0,0,1,0,63.06301369863014,2.313154757362086,Unemployed
1206,5065705,M,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,365243,0,1,0,1,0,47.81917808219178,2.313154757362086,Unemployed
1207,5051187,M,Y,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-896,0,0,0,1,0,33.58904109589041,1.5667783890990918,Employed
1209,5116714,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-670,0,0,0,1,0,52.394520547945206,1.354849230857871,Employed
1210,5045069,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-2533,0,0,0,2,0,28.339726027397262,2.6343359746617856,Employed
1212,5066879,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-1557,0,0,0,1,0,37.821917808219176,2.065370045453728,Employed
1213,5047787,F,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,-979,0,0,0,2,0,28.649315068493152,1.637739839175294,Employed
1214,5062131,M,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,60.62739726027397,2.313154757362086,Unemployed
1215,5023692,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-3339,0,0,0,1,0,41.1945205479452,3.0245570263229378,Employed
1216,5028907,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-1876,0,0,0,2,0,27.295890410958904,2.2670963868784364,Employed
1217,5113861,M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-1259,1,0,0,2,0,28.405479452054795,1.8572331755848943,Employed
1218,5009301,F,N,N,0,193500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-1866,0,1,0,1,0,44.106849315068494,2.2610459453808733,Employed
1219,5135705,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-1570,0,0,0,2,0,30.147945205479452,2.0739744123334067,Employed
1220,5023616,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-235,0,0,0,2,0,48.178082191780824,0.8023936792113683,Employed
1221,5028468,F,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-265,0,0,1,4,0,33.989041095890414,0.8520724131552869,Employed
1222,5113374,F,N,Y,1,180000.0,Pensioner,Higher education,Married,House / apartment,365243,0,1,0,3,0,51.9972602739726,2.313154757362086,Unemployed
1223,5125775,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-469,0,0,0,2,0,64.0,1.1335481934392182,Employed
1224,5051156,M,N,N,1,247500.0,Working,Higher education,Single / not married,House / apartment,-1870,0,0,0,2,0,37.85205479452055,2.2634680627817296,Employed
1225,5143046,M,Y,N,2,360000.0,Working,Secondary / secondary special,Married,House / apartment,-2540,1,0,0,4,0,43.917808219178085,2.637973485384006,Employed
1226,5114060,M,Y,N,1,193500.0,Working,Higher education,Married,House / apartment,-3999,1,1,0,3,0,49.12876712328767,3.310009725599253,Employed
1227,5113171,F,Y,Y,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,-1678,0,1,1,3,0,31.38082191780822,2.1441222618994007,Employed
1228,5078805,F,N,Y,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,-2978,0,0,0,2,0,51.85479452054795,2.8563795457867713,Employed
1229,5088205,F,N,Y,0,153000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,365243,0,1,0,1,0,59.66575342465753,2.313154757362086,Unemployed
1231,5022789,F,N,N,0,112500.0,Working,Secondary / secondary special,Separated,House / apartment,-187,0,0,0,1,0,33.88767123287671,0.7157714489439263,Employed
1232,5028302,M,Y,Y,0,360000.0,Commercial associate,Incomplete higher,Married,House / apartment,-477,0,0,0,2,0,54.33972602739726,1.1431751025405046,Employed
1233,5146558,M,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,-1436,0,0,0,4,0,41.18082191780822,1.9834935279305717,Employed
1234,5029400,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,52.397260273972606,2.313154757362086,Unemployed
1236,5022449,F,N,N,0,315000.0,Working,Secondary / secondary special,Separated,House / apartment,-1978,0,0,1,1,0,48.136986301369866,2.327912816707658,Employed
1237,5044818,F,N,Y,0,135000.0,Working,Higher education,Single / not married,House / apartment,-1133,0,0,0,1,0,24.931506849315067,1.7618483445067272,Employed
1239,5041367,F,N,N,0,180000.0,State servant,Incomplete higher,Married,House / apartment,-2985,0,0,0,2,0,28.26027397260274,2.8597346366019387,Employed
1241,5062296,F,N,Y,0,135000.0,Pensioner,Incomplete higher,Separated,House / apartment,365243,0,0,0,1,0,55.85753424657534,2.313154757362086,Unemployed
1243,5069296,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,57.50410958904109,2.313154757362086,Unemployed
1244,5058271,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-4288,0,0,0,2,0,53.71780821917808,3.427527564510525,Employed
1245,5047929,M,Y,N,0,292500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-1526,0,1,0,1,0,38.35342465753425,2.0447058267164544,Employed
1246,5054228,F,N,N,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-89,1,0,0,4,0,31.54794520547945,0.49379714097831323,Employed
1248,5088433,F,N,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-1807,0,0,0,1,0,48.87671232876713,2.225013467713589,Employed
1249,5009567,M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-3143,1,1,0,2,0,41.515068493150686,2.9344435424982347,Employed
1250,5148915,M,Y,N,2,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-3850,0,0,0,4,0,40.0986301369863,3.247760028924467,Employed
1251,5053646,M,N,N,0,360000.0,Commercial associate,Higher education,Married,House / apartment,-1823,0,1,0,2,0,55.76438356164383,2.2348423989053914,Employed
1252,5035546,F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,0,0,0,1,0,66.81369863013698,2.313154757362086,Unemployed
1253,5118472,M,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-1649,0,1,0,2,0,27.336986301369862,2.125513636554252,Employed
1254,5111178,F,N,Y,2,54000.0,Working,Higher education,Married,House / apartment,-4560,1,0,0,4,0,30.87123287671233,3.5345651337797563,Employed
1255,5065808,F,N,N,1,76500.0,Working,Higher education,Married,House / apartment,-785,1,1,0,3,0,43.602739726027394,1.4665213709683367,Employed
1256,5091771,M,N,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,-2361,0,0,0,2,0,47.81917808219178,2.5433232493501357,Employed
1257,5010010,F,N,Y,1,112500.0,State servant,Incomplete higher,Civil marriage,House / apartment,-3570,0,1,0,3,0,29.934246575342467,3.1274305616285423,Employed
1258,5148573,F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,57.11780821917808,2.313154757362086,Unemployed
1259,5096729,M,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-2349,1,0,0,2,0,29.89041095890411,2.5368516784306023,Employed
1260,5092021,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-777,1,1,0,2,0,36.1945205479452,1.459029514193483,Employed
1261,5046083,F,Y,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,-2299,0,0,0,2,0,57.61643835616438,2.5097071815226375,Employed
1263,5092147,M,Y,Y,0,181048.75730622618,Working,Secondary / secondary special,Single / not married,House / apartment,-412,1,0,0,1,0,28.454794520547946,1.0624345265886606,Employed
1264,5142953,M,N,N,1,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-742,1,1,0,2,0,22.66849315068493,1.4257898555989121,Employed
1265,5061135,F,N,Y,2,58500.0,Working,Higher education,Married,House / apartment,-5950,0,0,0,4,0,38.98082191780822,4.037495493869151,Employed
1266,5010172,F,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-464,0,0,0,2,0,58.35616438356164,1.1274896348580457,Employed
1267,5068523,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-385,0,0,1,1,0,33.863013698630134,1.027031898505565,Employed
1268,5087756,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-2475,0,0,0,2,0,41.863013698630134,2.604001136291653,Employed
1269,5132845,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,-3694,0,0,1,2,0,47.92602739726028,3.1812808655014226,Employed
1270,5116046,F,Y,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-2051,0,0,0,2,0,36.863013698630134,2.3704805593363933,Employed
1271,5091983,M,N,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,-808,1,0,1,2,0,59.18082191780822,1.4878503386217936,Employed
1272,5062106,M,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-3607,0,0,0,2,0,52.07671232876712,3.143595358951581,Employed
1273,5052806,F,N,Y,0,81000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-2454,0,1,0,1,0,52.63013698630137,2.592930325179,Employed
1275,5022458,M,Y,Y,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,-1070,0,0,1,3,0,23.824657534246576,1.7121643756704754,Employed
1276,5149647,F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,365243,0,0,0,1,0,61.85205479452055,2.313154757362086,Unemployed
1277,5114438,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-1107,1,1,0,3,0,47.293150684931504,1.7415156365444344,Employed
1278,5112737,M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,-2796,0,0,0,2,0,50.23287671232877,2.7677199953396188,Employed
1279,5024038,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-642,0,0,0,2,0,42.35342465753425,1.3262368225882741,Employed
1280,5139846,M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-2654,0,0,0,2,0,28.71780821917808,2.6965223671819096,Employed
1281,5140019,F,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-1436,0,0,0,2,0,31.09041095890411,1.9834935279305717,Employed
1282,5104868,F,N,Y,0,112500.0,Working,Higher education,Married,House / apartment,-4004,0,0,0,2,0,33.18904109589041,3.3120783525905044,Employed
1283,5062525,F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,-2207,0,1,0,3,0,37.413698630136984,2.458978516064293,Employed
1284,5118118,M,N,N,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-5422,1,1,0,3,0,37.09041095890411,3.8541918115926643,Employed
1285,5044669,F,N,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,43.9461426596527,2.313154757362086,Unemployed
1286,5054384,M,Y,N,0,292500.0,Commercial associate,Higher education,Single / not married,House / apartment,-3680,1,1,0,1,0,38.49315068493151,3.175246727550777,Employed
1289,5023706,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-5622,0,1,0,2,0,48.583561643835615,3.924632431964476,Employed
1290,5046183,F,N,Y,2,115200.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-716,0,0,0,4,0,40.75616438356165,1.4005869611046786,Employed
1291,5142930,F,Y,N,0,56250.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,58.47123287671233,2.313154757362086,Unemployed
1292,5145920,M,Y,Y,1,180000.0,Commercial associate,Higher education,Married,House / apartment,-1466,0,0,1,3,0,41.45479452054794,2.004105375514068,Employed
1293,5069028,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1359,0,0,1,2,0,45.49315068493151,1.9295822530363604,Employed
1294,5010498,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-313,1,0,0,3,0,27.994520547945207,0.9260314501005581,Employed
1295,5091564,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-1753,0,1,0,3,0,40.917808219178085,2.1915153948871535,Employed
1296,5149887,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-5830,0,0,0,2,0,43.673972602739724,3.9965738751743385,Employed
1297,5052952,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,365243,0,1,0,1,0,66.68493150684931,2.313154757362086,Unemployed
1298,5116801,M,N,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-1677,0,0,0,3,0,44.61917808219178,2.1434832744729326,Employed
1299,5089556,F,Y,N,0,181048.75730622618,Working,Incomplete higher,Single / not married,House / apartment,-3078,1,0,0,1,0,31.24931506849315,2.9039415821136565,Employed
1300,5091639,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-3061,0,0,0,1,0,49.56986301369863,2.8959111467486385,Employed
1302,5036936,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,365243,0,0,0,1,0,61.26575342465753,2.313154757362086,Unemployed
1303,5022930,F,N,Y,0,270000.0,Working,Higher education,Married,House / apartment,-187,0,0,1,2,0,25.07945205479452,0.7157714489439263,Employed
1304,5148732,F,N,Y,1,157500.0,Working,Secondary / secondary special,Separated,Municipal apartment,-625,0,0,0,2,0,36.58904109589041,1.3085598064755342,Employed
1305,5023877,F,N,Y,0,360000.0,Pensioner,Higher education,Married,House / apartment,365243,0,1,0,2,0,62.97260273972603,2.313154757362086,Unemployed
1306,5061139,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,58.778082191780825,2.313154757362086,Unemployed
1307,5010435,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,58.95342465753425,2.313154757362086,Unemployed
1308,5090310,M,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,67.34246575342466,2.313154757362086,Unemployed
1309,5026539,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-1381,0,1,0,1,0,43.394520547945206,1.9451379498214558,Employed
1310,5048478,M,Y,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-308,0,0,0,1,0,25.16986301369863,0.9186052560476432,Employed
1311,5052762,M,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-932,0,0,1,1,0,32.131506849315066,1.5979438843508387,Employed
1312,5067767,F,N,Y,0,202500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-5437,0,0,0,1,0,63.94794520547945,3.8595194533722594,Employed
1313,5056179,F,N,Y,0,202500.0,Commercial associate,Higher education,Married,House / apartment,-218,0,0,0,2,0,26.473972602739725,0.7728261602537809,Employed
1314,5045537,M,Y,N,2,225000.0,State servant,Higher education,Married,With parents,-1539,0,0,0,4,0,29.964383561643835,2.053396784882158,Employed
1315,5053980,F,Y,N,0,108000.0,Working,Secondary / secondary special,Married,With parents,-3195,1,0,0,2,0,33.558904109589044,2.958618707696929,Employed
1316,5092349,F,N,Y,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,-2057,0,0,0,1,0,52.74520547945205,2.37394533179603,Employed
1317,5090383,F,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-1198,0,1,0,2,0,42.24931506849315,1.811682030827131,Employed
1318,5088687,M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-1473,1,1,0,3,0,51.28493150684932,2.00888437655236,Employed
1319,5105466,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,57.73698630136986,2.313154757362086,Unemployed
1320,5089117,F,Y,N,0,90000.0,Working,Higher education,Single / not married,House / apartment,-5483,1,1,0,1,0,43.75068493150685,3.875811890200449,Employed
1321,5117497,M,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-704,1,0,0,2,0,45.09315068493151,1.388800606022215,Employed
1323,5126121,F,Y,N,0,72000.0,Working,Secondary / secondary special,Married,House / apartment,-227,1,1,0,2,0,41.602739726027394,0.7886176565479485,Employed
1324,5125710,F,Y,Y,0,135000.0,Working,Lower secondary,Married,House / apartment,-622,0,1,0,2,0,44.967123287671235,1.3054154852157591,Employed
1327,5142733,M,N,N,1,360000.0,Working,Higher education,Married,House / apartment,-469,1,1,0,3,0,30.443835616438356,1.1335481934392182,Employed
1329,5021214,M,Y,Y,1,225000.0,State servant,Higher education,Married,House / apartment,-2255,0,1,0,3,0,34.967123287671235,2.4855748211994793,Employed
1330,5044809,F,N,Y,0,135000.0,Working,Higher education,Single / not married,House / apartment,-1133,0,0,0,1,0,24.931506849315067,1.7618483445067272,Employed
1331,5037088,F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,58.87671232876713,2.313154757362086,Unemployed
1332,5068712,F,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-5345,0,0,0,2,0,36.93972602739726,3.8267264883237155,Employed
1334,5146045,F,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-2441,0,0,0,1,0,50.895890410958906,2.5860532153992333,Employed
1335,5142529,M,N,Y,0,225000.0,State servant,Higher education,Married,House / apartment,-164,0,0,0,2,0,24.673972602739727,0.6703096810379146,Employed
1337,5023089,F,N,N,0,202500.0,Working,Secondary / secondary special,Separated,House / apartment,-4161,0,0,0,1,0,46.21369863013699,3.3763886032268267,Employed
1339,5105550,F,N,Y,0,112500.0,Working,Higher education,Married,With parents,-825,0,0,0,2,0,25.506849315068493,1.503420757008077,Employed
1340,5149799,F,N,Y,0,126000.0,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,-2024,1,1,0,2,0,28.542465753424658,2.3548259977017527,Employed
1341,5036219,F,N,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,-890,0,0,0,2,0,42.71232876712329,1.5615236675707358,Employed
1342,5061246,F,N,Y,0,112500.0,Working,Incomplete higher,Civil marriage,House / apartment,-1751,0,0,0,2,0,25.482191780821918,2.190264886714071,Employed
1343,5135851,F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-6075,0,1,0,3,0,44.47671232876712,4.079685725204621,Employed
1344,5009663,M,N,N,0,225000.0,Working,Higher education,Single / not married,House / apartment,-1774,1,0,0,1,0,27.852054794520548,2.2046029058773238,Employed
1345,5146002,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-189,0,0,1,1,0,27.882191780821916,0.7195889237461081,Employed
1347,5148525,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,64.01369863013699,2.313154757362086,Unemployed
1348,5148748,F,Y,Y,1,135000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-686,0,1,0,3,0,31.421917808219177,1.3709310904617054,Employed
1349,5024582,F,Y,Y,2,315000.0,State servant,Secondary / secondary special,Married,House / apartment,-1220,0,0,0,4,0,33.83013698630137,1.8282411639126435,Employed
1351,5010874,F,N,Y,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,1,0,2,0,56.679452054794524,2.313154757362086,Unemployed
1352,5099948,F,Y,N,0,185400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-3229,0,0,0,2,0,40.4027397260274,2.9743193074156906,Employed
1353,5096415,F,N,N,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,-97,1,0,0,2,0,46.23561643835617,0.5155127783649347,Employed
1354,5096609,F,Y,N,1,225000.0,Working,Higher education,Civil marriage,House / apartment,-980,1,1,0,3,0,37.06301369863014,1.638576060745828,Employed
1356,5090027,F,N,Y,0,126000.0,Working,Higher education,Married,House / apartment,-460,0,1,1,2,0,27.602739726027398,1.122619246495774,Employed
1357,5132329,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,62.33424657534247,2.313154757362086,Unemployed
1358,5125277,F,N,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,-3694,0,0,1,3,0,44.602739726027394,3.1812808655014226,Employed
1359,5067006,M,N,Y,1,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-5454,0,0,0,3,0,55.657534246575345,3.8655485708272583,Employed
1360,5022063,F,N,Y,0,180000.0,Pensioner,Higher education,Married,House / apartment,365243,0,1,0,2,0,55.16438356164384,2.313154757362086,Unemployed
1362,5038723,M,Y,Y,1,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,3,0,42.446575342465756,2.313154757362086,Unemployed
1363,5054079,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-5507,0,1,0,2,0,46.967123287671235,3.8842851636918616,Employed
1365,5025951,F,N,Y,0,130500.0,Working,Secondary / secondary special,Married,House / apartment,-5488,0,0,0,2,0,37.04109589041096,3.8775786824197604,Employed
1366,5010995,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-221,0,0,0,2,0,54.9972602739726,0.7781256017217236,Employed
1367,5117622,M,Y,N,2,112500.0,Working,Higher education,Married,House / apartment,-127,0,0,0,4,0,40.16164383561644,0.5898688036160685,Employed
1368,5091826,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,64.73150684931507,2.313154757362086,Unemployed
1370,5044594,M,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,365243,0,1,0,1,0,61.23561643835617,2.313154757362086,Unemployed
1371,5125425,F,Y,Y,1,189000.0,Working,Lower secondary,Married,House / apartment,-864,0,0,1,3,0,44.778082191780825,1.5385458354144776,Employed
1373,5085865,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-5190,0,0,0,2,0,49.86027397260274,3.770832544968257,Employed
1374,5113180,M,Y,Y,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-613,0,0,0,2,0,48.04931506849315,1.2959367479913981,Employed
1375,5069466,F,Y,Y,0,166500.0,Working,Secondary / secondary special,Married,House / apartment,-3123,0,0,0,2,0,33.4027397260274,2.9250922008650675,Employed
1376,5025089,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,365243,0,0,0,2,0,60.367123287671234,2.313154757362086,Unemployed
